,Year,Category,Quantity,Miss,FalseAlarm,Exchange,Shift
272,2002 to 2003,Agriculture,642912.0,642912.0,0.0,196070.0,733.0
273,2002 to 2003,Beach and Dune,23.0,23.0,0.0,188.0,41.0
274,2002 to 2003,Forest Plantation,27890.0,27890.0,0.0,6831.0,2047.0
275,2002 to 2003,Grassland,80874.0,0.0,80874.0,82561.0,43931.0
276,2002 to 2003,Mining,53.0,53.0,0.0,8.0,7.0
277,2002 to 2003,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,1.0,3.0
278,2002 to 2003,Natural Forest,1039232.0,0.0,1039232.0,154889.0,0.0
279,2002 to 2003,Non Observed,3.0,3.0,0.0,7.0,4.0
280,2002 to 2003,Other Non Forest Natural Formation,0.0,0.0,0.0,0.0,0.0
281,2002 to 2003,Other Non Vegetated Area,83175.0,83175.0,0.0,40851.0,28877.0
282,2002 to 2003,Pasture,350670.0,350670.0,0.0,374466.0,411860.0
283,2002 to 2003,"River, Lake and Ocean",12013.0,12013.0,0.0,1963.0,44.0
284,2002 to 2003,Rocky outcrop,0.0,0.0,0.0,0.0,0.0
285,2002 to 2003,Salt flat,25.0,25.0,0.0,24.0,7.0
286,2002 to 2003,Urban Infrastructure,3344.0,3344.0,0.0,10.0,0.0
287,2002 to 2003,Wetland,1.0,0.0,1.0,0.0,-0.0
288,2003 to 2004,Agriculture,1205458.0,1205458.0,0.0,199248.0,827.0
289,2003 to 2004,Beach and Dune,80.0,0.0,80.0,216.0,13.0
290,2003 to 2004,Forest Plantation,30617.0,30617.0,0.0,6200.0,1972.0
291,2003 to 2004,Grassland,170413.0,0.0,170413.0,76876.0,52084.0
292,2003 to 2004,Mining,39.0,39.0,0.0,7.0,5.0
293,2003 to 2004,Mosaic of Agriculture and Pasture,2.0,0.0,2.0,2.0,1.0
294,2003 to 2004,Natural Forest,828324.0,0.0,828324.0,151137.0,1.0
295,2003 to 2004,Non Observed,2.0,2.0,0.0,9.0,3.0
296,2003 to 2004,Other Non Forest Natural Formation,0.0,0.0,0.0,0.0,0.0
297,2003 to 2004,Other Non Vegetated Area,25928.0,0.0,25928.0,50040.0,67874.0
298,2003 to 2004,Pasture,235215.0,0.0,235215.0,373447.0,503698.0
299,2003 to 2004,"River, Lake and Ocean",19391.0,19391.0,0.0,2821.0,6.0
300,2003 to 2004,Rocky outcrop,0.0,0.0,0.0,0.0,0.0
301,2003 to 2004,Salt flat,24.0,24.0,0.0,20.0,9.0
302,2003 to 2004,Urban Infrastructure,4431.0,4431.0,0.0,8.0,0.0
303,2003 to 2004,Wetland,0.0,0.0,0.0,0.0,0.0
304,2004 to 2005,Agriculture,939761.0,939761.0,0.0,256090.0,920.0
305,2004 to 2005,Beach and Dune,61.0,61.0,0.0,190.0,15.0
306,2004 to 2005,Forest Plantation,38960.0,38960.0,0.0,3549.0,4321.0
307,2004 to 2005,Grassland,89035.0,0.0,89035.0,85279.0,30826.0
308,2004 to 2005,Mining,75.0,75.0,0.0,21.0,4.0
309,2004 to 2005,Mosaic of Agriculture and Pasture,3.0,0.0,3.0,1.0,0.0
310,2004 to 2005,Natural Forest,585317.0,0.0,585317.0,155082.0,3.0
311,2004 to 2005,Non Observed,5.0,5.0,0.0,9.0,2.0
312,2004 to 2005,Other Non Forest Natural Formation,0.0,0.0,0.0,0.0,0.0
313,2004 to 2005,Other Non Vegetated Area,49665.0,0.0,49665.0,39295.0,50079.0
314,2004 to 2005,Pasture,274908.0,0.0,274908.0,391186.0,447009.0
315,2004 to 2005,"River, Lake and Ocean",15866.0,15866.0,0.0,3169.0,14.0
316,2004 to 2005,Rocky outcrop,0.0,0.0,0.0,0.0,0.0
317,2004 to 2005,Salt flat,41.0,41.0,0.0,24.0,1.0
318,2004 to 2005,Urban Infrastructure,4158.0,4158.0,0.0,9.0,0.0
319,2004 to 2005,Wetland,0.0,0.0,0.0,0.0,-0.0
320,2005 to 2006,Agriculture,394885.0,394885.0,0.0,303858.0,1540.0
321,2005 to 2006,Beach and Dune,36.0,0.0,36.0,199.0,49.0
322,2005 to 2006,Forest Plantation,60137.0,60137.0,0.0,3330.0,1704.0
323,2005 to 2006,Grassland,67494.0,0.0,67494.0,82492.0,10068.0
324,2005 to 2006,Mining,169.0,169.0,0.0,30.0,11.0
325,2005 to 2006,Mosaic of Agriculture and Pasture,2.0,0.0,2.0,1.0,1.0
326,2005 to 2006,Natural Forest,438710.0,0.0,438710.0,164366.0,2.0
327,2005 to 2006,Non Observed,5.0,5.0,0.0,9.0,4.0
328,2005 to 2006,Other Non Forest Natural Formation,0.0,0.0,0.0,0.0,0.0
329,2005 to 2006,Other Non Vegetated Area,26947.0,0.0,26947.0,37328.0,23959.0
330,2005 to 2006,Pasture,40494.0,40494.0,0.0,446656.0,315409.0
331,2005 to 2006,"River, Lake and Ocean",31256.0,31256.0,0.0,2375.0,9.0
332,2005 to 2006,Rocky outcrop,0.0,0.0,0.0,0.0,0.0
333,2005 to 2006,Salt flat,1207.0,1207.0,0.0,17.0,-0.0
334,2005 to 2006,Urban Infrastructure,5037.0,5037.0,0.0,8.0,44.0
335,2005 to 2006,Wetland,0.0,0.0,0.0,0.0,0.0
336,2006 to 2007,Agriculture,317873.0,317873.0,0.0,294105.0,1148.0
337,2006 to 2007,Beach and Dune,238.0,0.0,238.0,131.0,0.0
338,2006 to 2007,Forest Plantation,74569.0,74569.0,0.0,4457.0,6446.0
339,2006 to 2007,Grassland,32318.0,0.0,32318.0,77344.0,9940.0
340,2006 to 2007,Mining,49.0,49.0,0.0,11.0,15.0
341,2006 to 2007,Mosaic of Agriculture and Pasture,4.0,0.0,4.0,1.0,1.0
342,2006 to 2007,Natural Forest,366318.0,0.0,366318.0,158369.0,0.0
343,2006 to 2007,Non Observed,2.0,2.0,0.0,9.0,7.0
344,2006 to 2007,Other Non Forest Natural Formation,0.0,0.0,0.0,0.0,0.0
345,2006 to 2007,Other Non Vegetated Area,10074.0,0.0,10074.0,34350.0,21221.0
346,2006 to 2007,Pasture,3631.0,3631.0,0.0,431716.0,278126.0
347,2006 to 2007,"River, Lake and Ocean",7188.0,7188.0,0.0,1936.0,13.0
348,2006 to 2007,Rocky outcrop,0.0,0.0,0.0,0.0,0.0
349,2006 to 2007,Salt flat,120.0,120.0,0.0,12.0,0.0
350,2006 to 2007,Urban Infrastructure,5518.0,5518.0,0.0,9.0,1.0
351,2006 to 2007,Wetland,0.0,0.0,0.0,0.0,-0.0
352,2007 to 2008,Agriculture,457490.0,457490.0,0.0,172773.0,928.0
353,2007 to 2008,Beach and Dune,16.0,16.0,0.0,177.0,30.0
354,2007 to 2008,Forest Plantation,131716.0,131716.0,0.0,6640.0,940.0
355,2007 to 2008,Grassland,42343.0,0.0,42343.0,78846.0,28712.0
356,2007 to 2008,Mining,126.0,126.0,0.0,55.0,22.0
357,2007 to 2008,Mosaic of Agriculture and Pasture,2.0,0.0,2.0,3.0,2.0
358,2007 to 2008,Natural Forest,438918.0,0.0,438918.0,178281.0,19.0
359,2007 to 2008,Non Observed,1.0,1.0,0.0,15.0,1.0
360,2007 to 2008,Other Non Forest Natural Formation,0.0,0.0,0.0,0.0,0.0
361,2007 to 2008,Other Non Vegetated Area,13660.0,13660.0,0.0,34995.0,24726.0
362,2007 to 2008,Pasture,128679.0,0.0,128679.0,346507.0,304437.0
363,2007 to 2008,"River, Lake and Ocean",3553.0,3553.0,0.0,5226.0,158.0
364,2007 to 2008,Rocky outcrop,0.0,0.0,0.0,0.0,0.0
365,2007 to 2008,Salt flat,78.0,0.0,78.0,42.0,2.0
366,2007 to 2008,Urban Infrastructure,3457.0,3457.0,0.0,10.0,0.0
367,2007 to 2008,Wetland,0.0,0.0,0.0,0.0,0.0
368,2008 to 2009,Agriculture,451395.0,451395.0,0.0,294101.0,3293.0
369,2008 to 2009,Beach and Dune,209.0,209.0,0.0,157.0,3.0
370,2008 to 2009,Forest Plantation,103163.0,103163.0,0.0,7675.0,96.0
371,2008 to 2009,Grassland,92048.0,0.0,92048.0,90414.0,19675.0
372,2008 to 2009,Mining,112.0,0.0,112.0,114.0,69.0
373,2008 to 2009,Mosaic of Agriculture and Pasture,2.0,0.0,2.0,2.0,1.0
374,2008 to 2009,Natural Forest,276458.0,0.0,276458.0,209866.0,46.0
375,2008 to 2009,Non Observed,2.0,2.0,0.0,17.0,2.0
376,2008 to 2009,Other Non Forest Natural Formation,0.0,0.0,0.0,0.0,0.0
377,2008 to 2009,Other Non Vegetated Area,6451.0,0.0,6451.0,36359.0,31889.0
378,2008 to 2009,Pasture,200932.0,0.0,200932.0,470737.0,161354.0
379,2008 to 2009,"River, Lake and Ocean",12952.0,12952.0,0.0,3204.0,214.0
380,2008 to 2009,Rocky outcrop,0.0,0.0,0.0,0.0,0.0
381,2008 to 2009,Salt flat,154.0,0.0,154.0,16.0,2.0
382,2008 to 2009,Urban Infrastructure,8436.0,8436.0,0.0,14.0,-0.0
383,2008 to 2009,Wetland,1.0,1.0,0.0,0.0,0.0
384,2009 to 2010,Agriculture,264438.0,264438.0,0.0,369593.0,4925.0
385,2009 to 2010,Beach and Dune,22.0,22.0,0.0,180.0,23.0
386,2009 to 2010,Forest Plantation,114087.0,114087.0,0.0,6425.0,34.0
387,2009 to 2010,Grassland,75673.0,0.0,75673.0,80913.0,12847.0
388,2009 to 2010,Mining,116.0,116.0,0.0,23.0,38.0
389,2009 to 2010,Mosaic of Agriculture and Pasture,1.0,0.0,1.0,2.0,1.0
390,2009 to 2010,Natural Forest,331650.0,0.0,331650.0,171226.0,205.0
391,2009 to 2010,Non Observed,6.0,0.0,6.0,15.0,3.0
392,2009 to 2010,Other Non Forest Natural Formation,0.0,0.0,0.0,0.0,0.0
393,2009 to 2010,Other Non Vegetated Area,14637.0,14637.0,0.0,39222.0,21026.0
394,2009 to 2010,Pasture,11528.0,0.0,11528.0,519037.0,225532.0
395,2009 to 2010,"River, Lake and Ocean",19792.0,19792.0,0.0,5834.0,54.0
396,2009 to 2010,Rocky outcrop,0.0,0.0,0.0,0.0,0.0
397,2009 to 2010,Salt flat,906.0,0.0,906.0,17.0,-0.0
398,2009 to 2010,Urban Infrastructure,6674.0,6674.0,0.0,8.0,0.0
399,2009 to 2010,Wetland,0.0,0.0,0.0,0.0,0.0
400,2010 to 2011,Agriculture,635023.0,635023.0,0.0,146211.0,2147.0
401,2010 to 2011,Beach and Dune,27.0,0.0,27.0,240.0,9.0
402,2010 to 2011,Forest Plantation,134348.0,134348.0,0.0,8071.0,4565.0
403,2010 to 2011,Grassland,63449.0,0.0,63449.0,62681.0,34544.0
404,2010 to 2011,Mining,255.0,255.0,0.0,20.0,54.0
405,2010 to 2011,Mosaic of Agriculture and Pasture,1.0,0.0,1.0,1.0,1.0
406,2010 to 2011,Natural Forest,432997.0,0.0,432997.0,178020.0,4.0
407,2010 to 2011,Non Observed,4.0,0.0,4.0,8.0,10.0
408,2010 to 2011,Other Non Forest Natural Formation,0.0,0.0,0.0,0.0,0.0
409,2010 to 2011,Other Non Vegetated Area,18464.0,18464.0,0.0,38592.0,34578.0
410,2010 to 2011,Pasture,331339.0,0.0,331339.0,333506.0,245460.0
411,2010 to 2011,"River, Lake and Ocean",33926.0,33926.0,0.0,2459.0,96.0
412,2010 to 2011,Rocky outcrop,0.0,0.0,0.0,0.0,0.0
413,2010 to 2011,Salt flat,3.0,3.0,0.0,22.0,3.0
414,2010 to 2011,Urban Infrastructure,5797.0,5797.0,0.0,10.0,0.0
415,2010 to 2011,Wetland,0.0,0.0,0.0,0.0,-0.0
416,2011 to 2012,Agriculture,619130.0,619130.0,0.0,529876.0,21087.0
417,2011 to 2012,Beach and Dune,36.0,36.0,0.0,188.0,148.0
418,2011 to 2012,Forest Plantation,174598.0,174598.0,0.0,10451.0,15.0
419,2011 to 2012,Grassland,97523.0,0.0,97523.0,97423.0,24673.0
420,2011 to 2012,Mining,111.0,111.0,0.0,19.0,65.0
421,2011 to 2012,Mosaic of Agriculture and Pasture,2.0,0.0,2.0,1.0,2.0
422,2011 to 2012,Natural Forest,491263.0,0.0,491263.0,226423.0,0.0
423,2011 to 2012,Non Observed,4.0,0.0,4.0,12.0,6.0
424,2011 to 2012,Other Non Forest Natural Formation,0.0,0.0,0.0,0.0,0.0
425,2011 to 2012,Other Non Vegetated Area,7682.0,7682.0,0.0,47553.0,45202.0
426,2011 to 2012,Pasture,217196.0,0.0,217196.0,665025.0,308088.0
427,2011 to 2012,"River, Lake and Ocean",961.0,0.0,961.0,5309.0,2478.0
428,2011 to 2012,Rocky outcrop,0.0,0.0,0.0,0.0,0.0
429,2011 to 2012,Salt flat,10.0,10.0,0.0,20.0,36.0
430,2011 to 2012,Urban Infrastructure,5382.0,5382.0,0.0,11.0,0.0
431,2011 to 2012,Wetland,0.0,0.0,0.0,0.0,-0.0
432,2012 to 2013,Agriculture,670857.0,670857.0,0.0,246048.0,8346.0
433,2012 to 2013,Beach and Dune,183.0,0.0,183.0,207.0,23.0
434,2012 to 2013,Forest Plantation,114973.0,114973.0,0.0,13172.0,77.0
435,2012 to 2013,Grassland,90246.0,0.0,90246.0,75462.0,19457.0
436,2012 to 2013,Mining,3.0,3.0,0.0,21.0,92.0
437,2012 to 2013,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,2.0,2.0
438,2012 to 2013,Natural Forest,598298.0,0.0,598298.0,195081.0,-0.0
439,2012 to 2013,Non Observed,0.0,0.0,0.0,7.0,8.0
440,2012 to 2013,Other Non Forest Natural Formation,0.0,0.0,0.0,0.0,0.0
441,2012 to 2013,Other Non Vegetated Area,63303.0,63303.0,0.0,39918.0,38647.0
442,2012 to 2013,Pasture,147055.0,0.0,147055.0,435299.0,452876.0
443,2012 to 2013,"River, Lake and Ocean",24490.0,0.0,24490.0,11164.0,2199.0
444,2012 to 2013,Rocky outcrop,0.0,0.0,0.0,0.0,0.0
445,2012 to 2013,Salt flat,18.0,18.0,0.0,17.0,1.0
446,2012 to 2013,Urban Infrastructure,11119.0,11119.0,0.0,10.0,-0.0
447,2012 to 2013,Wetland,0.0,0.0,0.0,0.0,0.0
448,2013 to 2014,Agriculture,1889451.0,1889451.0,0.0,405439.0,1134.0
449,2013 to 2014,Beach and Dune,122.0,0.0,122.0,228.0,11.0
450,2013 to 2014,Forest Plantation,67632.0,67632.0,0.0,18126.0,9007.0
451,2013 to 2014,Grassland,109669.0,0.0,109669.0,67617.0,3438.0
452,2013 to 2014,Mining,156.0,156.0,0.0,58.0,0.0
453,2013 to 2014,Mosaic of Agriculture and Pasture,3.0,0.0,3.0,2.0,0.0
454,2013 to 2014,Natural Forest,540998.0,0.0,540998.0,150824.0,388.0
455,2013 to 2014,Non Observed,4.0,4.0,0.0,7.0,5.0
456,2013 to 2014,Other Non Forest Natural Formation,0.0,0.0,0.0,0.0,0.0
457,2013 to 2014,Other Non Vegetated Area,53903.0,0.0,53903.0,34581.0,36180.0
458,2013 to 2014,Pasture,1239262.0,0.0,1239262.0,494324.0,371106.0
459,2013 to 2014,"River, Lake and Ocean",20887.0,0.0,20887.0,3991.0,94.0
460,2013 to 2014,Rocky outcrop,0.0,0.0,0.0,0.0,0.0
461,2013 to 2014,Salt flat,9.0,0.0,9.0,15.0,4.0
462,2013 to 2014,Urban Infrastructure,7610.0,7610.0,0.0,17.0,7.0
463,2013 to 2014,Wetland,0.0,0.0,0.0,0.0,-0.0
464,2014 to 2015,Agriculture,350127.0,350127.0,0.0,123161.0,1201.0
465,2014 to 2015,Beach and Dune,196.0,0.0,196.0,230.0,40.0
466,2014 to 2015,Forest Plantation,26593.0,26593.0,0.0,3665.0,4665.0
467,2014 to 2015,Grassland,33015.0,0.0,33015.0,58337.0,439.0
468,2014 to 2015,Mining,26.0,26.0,0.0,57.0,17.0
469,2014 to 2015,Mosaic of Agriculture and Pasture,2.0,0.0,2.0,1.0,1.0
470,2014 to 2015,Natural Forest,396888.0,0.0,396888.0,160629.0,2952.0
471,2014 to 2015,Non Observed,9.0,0.0,9.0,5.0,6.0
472,2014 to 2015,Other Non Forest Natural Formation,0.0,0.0,0.0,0.0,0.0
473,2014 to 2015,Other Non Vegetated Area,5006.0,0.0,5006.0,29335.0,24472.0
474,2014 to 2015,Pasture,64347.0,64347.0,0.0,300159.0,297585.0
475,2014 to 2015,"River, Lake and Ocean",13865.0,0.0,13865.0,2748.0,241.0
476,2014 to 2015,Rocky outcrop,0.0,0.0,0.0,0.0,0.0
477,2014 to 2015,Salt flat,21.0,0.0,21.0,11.0,0.0
478,2014 to 2015,Urban Infrastructure,7909.0,7909.0,0.0,15.0,0.0
479,2014 to 2015,Wetland,0.0,0.0,0.0,0.0,0.0
480,2015 to 2016,Agriculture,438034.0,438034.0,0.0,149826.0,2242.0
481,2015 to 2016,Beach and Dune,4.0,0.0,4.0,198.0,49.0
482,2015 to 2016,Forest Plantation,79200.0,79200.0,0.0,5745.0,2650.0
483,2015 to 2016,Grassland,48244.0,0.0,48244.0,50553.0,438.0
484,2015 to 2016,Mining,217.0,217.0,0.0,28.0,0.0
485,2015 to 2016,Mosaic of Agriculture and Pasture,2.0,0.0,2.0,2.0,0.0
486,2015 to 2016,Natural Forest,355294.0,0.0,355294.0,143057.0,1667.0
487,2015 to 2016,Non Observed,3.0,3.0,0.0,7.0,2.0
488,2015 to 2016,Other Non Forest Natural Formation,0.0,0.0,0.0,0.0,0.0
489,2015 to 2016,Other Non Vegetated Area,31538.0,31538.0,0.0,44244.0,929.0
490,2015 to 2016,Pasture,139338.0,0.0,139338.0,308366.0,284177.0
491,2015 to 2016,"River, Lake and Ocean",10575.0,0.0,10575.0,1692.0,2.0
492,2015 to 2016,Rocky outcrop,0.0,0.0,0.0,0.0,0.0
493,2015 to 2016,Salt flat,10.0,0.0,10.0,12.0,0.0
494,2015 to 2016,Urban Infrastructure,4475.0,4475.0,0.0,13.0,44.0
495,2015 to 2016,Wetland,0.0,0.0,0.0,0.0,-0.0
496,2016 to 2017,Agriculture,551905.0,551905.0,0.0,76441.0,1272.0
497,2016 to 2017,Beach and Dune,270.0,0.0,270.0,126.0,51.0
498,2016 to 2017,Forest Plantation,41818.0,41818.0,0.0,2369.0,4133.0
499,2016 to 2017,Grassland,54875.0,0.0,54875.0,58543.0,2245.0
500,2016 to 2017,Mining,82.0,0.0,82.0,188.0,109.0
501,2016 to 2017,Mosaic of Agriculture and Pasture,2.0,0.0,2.0,1.0,0.0
502,2016 to 2017,Natural Forest,399835.0,0.0,399835.0,138462.0,2663.0
503,2016 to 2017,Non Observed,4.0,0.0,4.0,5.0,1.0
504,2016 to 2017,Other Non Forest Natural Formation,0.0,0.0,0.0,0.0,0.0
505,2016 to 2017,Other Non Vegetated Area,18452.0,0.0,18452.0,33289.0,17826.0
506,2016 to 2017,Pasture,118804.0,0.0,118804.0,236570.0,352095.0
507,2016 to 2017,"River, Lake and Ocean",6183.0,0.0,6183.0,1983.0,2.0
508,2016 to 2017,Rocky outcrop,0.0,0.0,0.0,0.0,0.0
509,2016 to 2017,Salt flat,4.0,4.0,0.0,5.0,1.0
510,2016 to 2017,Urban Infrastructure,4781.0,4781.0,0.0,42.0,4.0
511,2016 to 2017,Wetland,0.0,0.0,0.0,0.0,0.0
512,2017 to 2018,Agriculture,752378.0,752378.0,0.0,64786.0,803.0
513,2017 to 2018,Beach and Dune,50.0,0.0,50.0,32.0,18.0
514,2017 to 2018,Forest Plantation,43081.0,0.0,43081.0,1390.0,22.0
515,2017 to 2018,Grassland,93200.0,0.0,93200.0,49198.0,0.0
516,2017 to 2018,Mining,166.0,0.0,166.0,22.0,46.0
517,2017 to 2018,Mosaic of Agriculture and Pasture,1.0,0.0,1.0,0.0,2.0
518,2017 to 2018,Natural Forest,328854.0,0.0,328854.0,143215.0,10281.0
519,2017 to 2018,Non Observed,0.0,0.0,0.0,2.0,2.0
520,2017 to 2018,Other Non Forest Natural Formation,0.0,0.0,0.0,0.0,0.0
521,2017 to 2018,Other Non Vegetated Area,36178.0,36178.0,0.0,39338.0,13176.0
522,2017 to 2018,Pasture,325365.0,0.0,325365.0,245394.0,316551.0
523,2017 to 2018,"River, Lake and Ocean",1911.0,0.0,1911.0,996.0,200.0
524,2017 to 2018,Rocky outcrop,0.0,0.0,0.0,0.0,0.0
525,2017 to 2018,Salt flat,3.0,0.0,3.0,2.0,2.0
526,2017 to 2018,Urban Infrastructure,4076.0,4076.0,0.0,18.0,5.0
527,2017 to 2018,Wetland,0.0,0.0,0.0,0.0,0.0
528,2018 to 2019,Agriculture,624800.0,624800.0,0.0,29729.0,666.0
529,2018 to 2019,Beach and Dune,1222.0,0.0,1222.0,72.0,34.0
530,2018 to 2019,Forest Plantation,76887.0,76887.0,0.0,695.0,17415.0
531,2018 to 2019,Grassland,42182.0,0.0,42182.0,49025.0,5883.0
532,2018 to 2019,Mining,116.0,0.0,116.0,12.0,-0.0
533,2018 to 2019,Mosaic of Agriculture and Pasture,1.0,0.0,1.0,0.0,0.0
534,2018 to 2019,Natural Forest,259430.0,0.0,259430.0,43499.0,24.0
535,2018 to 2019,Non Observed,2.0,2.0,0.0,6.0,6.0
536,2018 to 2019,Other Non Forest Natural Formation,0.0,0.0,0.0,0.0,0.0
537,2018 to 2019,Other Non Vegetated Area,7639.0,0.0,7639.0,47020.0,13651.0
538,2018 to 2019,Pasture,396760.0,0.0,396760.0,90508.0,163418.0
539,2018 to 2019,"River, Lake and Ocean",2722.0,2722.0,0.0,6610.0,1261.0
540,2018 to 2019,Rocky outcrop,0.0,0.0,0.0,0.0,0.0
541,2018 to 2019,Salt flat,80.0,0.0,80.0,16.0,0.0
542,2018 to 2019,Urban Infrastructure,3020.0,3020.0,0.0,18.0,-0.0
543,2018 to 2019,Wetland,1.0,0.0,1.0,0.0,-0.0
